superfamily,locus,gene model confidence,inferred-by-rule,classification
MYB-related,TraesCS5D02G113300,high,t,TF
MYB-related,TraesCS5D02G128200,high,t,TF
MYB-related,TraesCS5D02G128700,high,t,TF
MYB-related,TraesCS5D02G149600,high,t,TF
MYB-related,TraesCS5D02G164600,high,t,TF
MYB-related,TraesCS5D02G183000,high,t,TF
MYB-related,TraesCS5D02G183100,high,t,TF
MYB-related,TraesCS5D02G210900,high,t,TF
MYB-related,TraesCS5D02G225800,high,t,TF
MYB-related,TraesCS5D02G234800,high,t,TF
MYB-related,TraesCS5D02G242200,high,t,TF
MYB-related,TraesCS5D02G274400,high,t,TF
MYB-related,TraesCS5D02G298900,high,t,TF
MYB-related,TraesCS5D02G314000,high,t,TF
MYB-related,TraesCS5D02G326600,high,t,TF
MYB-related,TraesCS5D02G335700,high,t,TF
MYB-related,TraesCS5D02G385000,high,t,TF
MYB-related,TraesCS5D02G400100,high,t,TF
MYB-related,TraesCS5D02G415800,high,t,TF
MYB-related,TraesCS5D02G460800,high,t,TF
MYB-related,TraesCS5D02G552200,high,t,TF
MYB-related,TraesCS6A02G037700,high,t,TF
MYB-related,TraesCS6A02G108800,high,t,TF
MYB-related,TraesCS6A02G137800,high,t,TF
MYB-related,TraesCS6A02G155400,high,t,TF
MYB-related,TraesCS6A02G167800,high,t,TF
MYB-related,TraesCS6A02G173800,high,t,TF
MYB-related,TraesCS6A02G198000,high,t,TF
MYB-related,TraesCS6A02G224000,high,t,TF
MYB-related,TraesCS6A02G224100,high,t,TF
MYB-related,TraesCS6A02G224200,high,t,TF
MYB-related,TraesCS6A02G224300,high,t,TF
MYB-related,TraesCS6A02G224400,high,t,TF
MYB-related,TraesCS6A02G227700,high,t,TF
MYB-related,TraesCS6A02G236700,high,t,TF
MYB-related,TraesCS6A02G236900,high,t,TF
MYB-related,TraesCS6A02G258600,high,t,TF
MYB-related,TraesCS6A02G261100,high,t,TF
MYB-related,TraesCS6A02G265300,high,t,TF
MYB-related,TraesCS6A02G269000,high,t,TF
MYB-related,TraesCS6A02G294000,high,t,TF
MYB-related,TraesCS6A02G318900,high,t,TF
MYB-related,TraesCS6A02G319000,high,t,TF
MYB-related,TraesCS6A02G344700,high,t,TF
MYB-related,TraesCS6A02G346900,high,t,TF
MYB-related,TraesCS6B02G053100,high,t,TF
MYB-related,TraesCS6B02G137300,high,t,TF
MYB-related,TraesCS6B02G183500,high,t,TF
MYB-related,TraesCS6B02G195400,high,t,TF
MYB-related,TraesCS6B02G201700,high,t,TF
MYB-related,TraesCS6B02G228500,high,t,TF
MYB-related,TraesCS6B02G254200,high,t,TF
MYB-related,TraesCS6B02G257000,high,t,TF
MYB-related,TraesCS6B02G257100,high,t,TF
MYB-related,TraesCS6B02G257200,high,t,TF
MYB-related,TraesCS6B02G257300,high,t,TF
MYB-related,TraesCS6B02G265200,high,t,TF
MYB-related,TraesCS6B02G265400,high,t,TF
MYB-related,TraesCS6B02G266800,high,t,TF
MYB-related,TraesCS6B02G288500,high,t,TF
MYB-related,TraesCS6B02G292500,high,t,TF
MYB-related,TraesCS6B02G296300,high,t,TF
MYB-related,TraesCS6B02G324600,high,t,TF
MYB-related,TraesCS6B02G349100,high,t,TF
MYB-related,TraesCS6B02G349200,high,t,TF
MYB-related,TraesCS6B02G377400,high,t,TF
MYB-related,TraesCS6D02G043600,high,t,TF
MYB-related,TraesCS6D02G097000,high,t,TF
MYB-related,TraesCS6D02G126900,high,t,TF
MYB-related,TraesCS6D02G145300,high,t,TF
MYB-related,TraesCS6D02G156700,high,t,TF
MYB-related,TraesCS6D02G162900,high,t,TF
MYB-related,TraesCS6D02G179100,high,t,TF
MYB-related,TraesCS6D02G207300,high,t,TF
MYB-related,TraesCS6D02G210500,high,t,TF
MYB-related,TraesCS6D02G210800,high,t,TF
MYB-related,TraesCS6D02G210900,high,t,TF
MYB-related,TraesCS6D02G211100,high,t,TF
MYB-related,TraesCS6D02G211200,high,t,TF
MYB-related,TraesCS6D02G211400,high,t,TF
MYB-related,TraesCS6D02G219300,high,t,TF
MYB-related,TraesCS6D02G219500,high,t,TF
MYB-related,TraesCS6D02G239800,high,t,TF
MYB-related,TraesCS6D02G241900,high,t,TF
MYB-related,TraesCS6D02G245900,high,t,TF
MYB-related,TraesCS6D02G249200,high,t,TF
MYB-related,TraesCS6D02G274900,high,t,TF
MYB-related,TraesCS6D02G298100,high,t,TF
MYB-related,TraesCS6D02G298200,high,t,TF
MYB-related,TraesCS6D02G327300,high,t,TF
MYB-related,TraesCS7A02G030600,high,t,TF
MYB-related,TraesCS7A02G030700,high,t,TF
MYB-related,TraesCS7A02G030800,high,t,TF
MYB-related,TraesCS7A02G036100,high,t,TF
MYB-related,TraesCS7A02G121100,high,t,TF
MYB-related,TraesCS7A02G121900,high,t,TF
MYB-related,TraesCS7A02G130700,high,t,TF
MYB-related,TraesCS7A02G145200,high,t,TF
MYB-related,TraesCS7A02G165700,high,t,TF
MYB-related,TraesCS7A02G179900,high,t,TF
MYB-related,TraesCS7A02G205100,high,t,TF
MYB-related,TraesCS7A02G219600,high,t,TF
MYB-related,TraesCS7A02G247200,high,t,TF
MYB-related,TraesCS7A02G251700,high,t,TF
MYB-related,TraesCS7A02G272100,high,t,TF
MYB-related,TraesCS7A02G299400,high,t,TF
MYB-related,TraesCS7A02G299800,high,t,TF
MYB-related,TraesCS7A02G304500,high,t,TF
MYB-related,TraesCS7A02G304600,high,t,TF
MYB-related,TraesCS7A02G306100,high,t,TF
MYB-related,TraesCS7A02G333200,high,t,TF
MYB-related,TraesCS7A02G377100,high,t,TF
MYB-related,TraesCS7A02G381900,high,t,TF
MYB-related,TraesCS7A02G414300,high,t,TF
MYB-related,TraesCS7A02G415800,high,t,TF
MYB-related,TraesCS7A02G458700,high,t,TF
MYB-related,TraesCS7A02G470700,high,t,TF
MYB-related,TraesCS7A02G483100,high,t,TF
MYB-related,TraesCS7A02G526500,high,t,TF
MYB-related,TraesCS7A02G526600,high,t,TF
MYB-related,TraesCS7B02G019200,high,t,TF
MYB-related,TraesCS7B02G019400,high,t,TF
MYB-related,TraesCS7B02G020700,high,t,TF
MYB-related,TraesCS7B02G031000,high,t,TF
MYB-related,TraesCS7B02G036500,high,t,TF
MYB-related,TraesCS7B02G047400,high,t,TF
MYB-related,TraesCS7B02G070400,high,t,TF
MYB-related,TraesCS7B02G085100,high,t,TF
MYB-related,TraesCS7B02G112400,high,t,TF
MYB-related,TraesCS7B02G127800,high,t,TF
MYB-related,TraesCS7B02G139400,high,t,TF
MYB-related,TraesCS7B02G144300,high,t,TF
MYB-related,TraesCS7B02G169900,high,t,TF
MYB-related,TraesCS7B02G187400,high,t,TF
MYB-related,TraesCS7B02G188000,high,t,TF
MYB-related,TraesCS7B02G204800,high,t,TF
MYB-related,TraesCS7B02G204900,high,t,TF
MYB-related,TraesCS7B02G206300,high,t,TF
MYB-related,TraesCS7B02G244200,high,t,TF
MYB-related,TraesCS7B02G278400,high,t,TF
MYB-related,TraesCS7B02G284400,high,t,TF
MYB-related,TraesCS7B02G314200,high,t,TF
MYB-related,TraesCS7B02G315800,high,t,TF
MYB-related,TraesCS7B02G357900,high,t,TF
MYB-related,TraesCS7B02G372500,high,t,TF
MYB-related,TraesCS7B02G385700,high,t,TF
MYB-related,TraesCS7B02G443800,high,t,TF
MYB-related,TraesCS7B02G443900,high,t,TF
MYB-related,TraesCS7B02G444000,high,t,TF
MYB-related,TraesCS7D02G026800,high,t,TF
MYB-related,TraesCS7D02G026900,high,t,TF
MYB-related,TraesCS7D02G027000,high,t,TF
MYB-related,TraesCS7D02G032700,high,t,TF
MYB-related,TraesCS7D02G108000,high,t,TF
MYB-related,TraesCS7D02G108100,high,t,TF
MYB-related,TraesCS7D02G118600,high,t,TF
MYB-related,TraesCS7D02G120400,high,t,TF
MYB-related,TraesCS7D02G130100,high,t,TF
MYB-related,TraesCS7D02G135200,high,t,TF
MYB-related,TraesCS7D02G135700,high,t,TF
MYB-related,TraesCS7D02G166500,high,t,TF
MYB-related,TraesCS7D02G181400,high,t,TF
MYB-related,TraesCS7D02G208000,high,t,TF
MYB-related,TraesCS7D02G222600,high,t,TF
MYB-related,TraesCS7D02G245800,high,t,TF
MYB-related,TraesCS7D02G272400,high,t,TF
MYB-related,TraesCS7D02G294900,high,t,TF
MYB-related,TraesCS7D02G295400,high,t,TF
MYB-related,TraesCS7D02G300000,high,t,TF
MYB-related,TraesCS7D02G300100,high,t,TF
MYB-related,TraesCS7D02G302800,high,t,TF
MYB-related,TraesCS7D02G340300,high,t,TF
MYB-related,TraesCS7D02G373400,high,t,TF
MYB-related,TraesCS7D02G378400,high,t,TF
MYB-related,TraesCS7D02G407500,high,t,TF
MYB-related,TraesCS7D02G409100,high,t,TF
MYB-related,TraesCS7D02G446700,high,t,TF
MYB-related,TraesCS7D02G458000,high,t,TF
MYB-related,TraesCS7D02G470000,high,t,TF
MYB-related,TraesCS7D02G514800,high,t,TF
MYB-related,TraesCS7D02G515000,high,t,TF
MYB-related,TraesCS7D02G515100,high,t,TF
MYB-related,TraesCSU01G069000,high,t,TF
NAC,TraesCS2A02G326600,high,f,TF
NAC,TraesCS2D02G334500,high,f,TF
NAC,TraesCS2D02G336300,high,f,TF
NAC,TraesCS4A02G213100,high,f,TF
NAC,TraesCS4B02G102700,high,f,TF
NAC,TraesCS4D02G099300,high,f,TF
NAC,TraesCS4D02G099900,high,f,TF
NAC,TraesCS6D02G266000,high,f,TF
NAC,TraesCS7B02G108900,high,f,TF
NAC,TraesCS7D02G034000,high,f,TF
NAC,TraesCS1A02G190100,high,t,TF
NAC,TraesCS1A02G261800,high,t,TF
NAC,TraesCS1A02G263700,high,t,TF
NAC,TraesCS1A02G266300,high,t,TF
NAC,TraesCS1A02G275900,high,t,TF
NAC,TraesCS1A02G276000,high,t,TF
NAC,TraesCS1B02G113000,high,t,TF
NAC,TraesCS1B02G113200,high,t,TF
NAC,TraesCS1B02G192200,high,t,TF
NAC,TraesCS1B02G272600,high,t,TF
NAC,TraesCS1B02G274300,high,t,TF
NAC,TraesCS1B02G277300,high,t,TF
NAC,TraesCS1B02G285100,high,t,TF
NAC,TraesCS1B02G285200,high,t,TF
NAC,TraesCS1D02G094300,high,t,TF
NAC,TraesCS1D02G194200,high,t,TF
NAC,TraesCS1D02G261800,high,t,TF
NAC,TraesCS1D02G263800,high,t,TF
NAC,TraesCS1D02G266500,high,t,TF
NAC,TraesCS1D02G275500,high,t,TF
NAC,TraesCS2A02G053500,high,t,TF
NAC,TraesCS2A02G063200,high,t,TF
NAC,TraesCS2A02G063300,high,t,TF
NAC,TraesCS2A02G063400,high,t,TF
NAC,TraesCS2A02G101000,high,t,TF
NAC,TraesCS2A02G101100,high,t,TF
NAC,TraesCS2A02G101200,high,t,TF
NAC,TraesCS2A02G101400,high,t,TF
NAC,TraesCS2A02G101900,high,t,TF
NAC,TraesCS2A02G102000,high,t,TF
NAC,TraesCS2A02G201800,high,t,TF
NAC,TraesCS2A02G306800,high,t,TF
NAC,TraesCS2A02G311500,high,t,TF
NAC,TraesCS2A02G325900,high,t,TF
NAC,TraesCS2A02G326300,high,t,TF
NAC,TraesCS2A02G326400,high,t,TF
NAC,TraesCS2A02G326500,high,t,TF
NAC,TraesCS2A02G328100,high,t,TF
NAC,TraesCS2A02G328200,high,t,TF
NAC,TraesCS2A02G328300,high,t,TF
NAC,TraesCS2A02G328400,high,t,TF
NAC,TraesCS2A02G328500,high,t,TF
NAC,TraesCS2A02G338300,high,t,TF
NAC,TraesCS2A02G354300,high,t,TF
NAC,TraesCS2A02G363700,high,t,TF
NAC,TraesCS2A02G382400,high,t,TF
NAC,TraesCS2A02G386300,high,t,TF
NAC,TraesCS2A02G409900,high,t,TF
NAC,TraesCS2A02G459700,high,t,TF
NAC,TraesCS2A02G462500,high,t,TF
NAC,TraesCS2A02G561700,high,t,TF
NAC,TraesCS2A02G561800,high,t,TF
NAC,TraesCS2A02G565900,high,t,TF
NAC,TraesCS2A02G566000,high,t,TF
NAC,TraesCS2A02G566100,high,t,TF
NAC,TraesCS2A02G566200,high,t,TF
NAC,TraesCS2A02G566300,high,t,TF
NAC,TraesCS2A02G566400,high,t,TF
NAC,TraesCS2B02G067400,high,t,TF
NAC,TraesCS2B02G075900,high,t,TF
NAC,TraesCS2B02G076000,high,t,TF
NAC,TraesCS2B02G076100,high,t,TF
NAC,TraesCS2B02G100600,high,t,TF
NAC,TraesCS2B02G118200,high,t,TF
NAC,TraesCS2B02G118300,high,t,TF
NAC,TraesCS2B02G118400,high,t,TF
NAC,TraesCS2B02G118500,high,t,TF
NAC,TraesCS2B02G119000,high,t,TF
NAC,TraesCS2B02G119100,high,t,TF
NAC,TraesCS2B02G228900,high,t,TF
NAC,TraesCS2B02G323500,high,t,TF
NAC,TraesCS2B02G328300,high,t,TF
NAC,TraesCS2B02G343600,high,t,TF
NAC,TraesCS2B02G353800,high,t,TF
NAC,TraesCS2B02G353900,high,t,TF
NAC,TraesCS2B02G355300,high,t,TF
NAC,TraesCS2B02G355400,high,t,TF
NAC,TraesCS2B02G355500,high,t,TF
NAC,TraesCS2B02G355600,high,t,TF
NAC,TraesCS2B02G355700,high,t,TF
NAC,TraesCS2B02G359200,high,t,TF
NAC,TraesCS2B02G375000,high,t,TF
NAC,TraesCS2B02G376900,high,t,TF
NAC,TraesCS2B02G381700,high,t,TF
NAC,TraesCS2B02G399700,high,t,TF
NAC,TraesCS2B02G403300,high,t,TF
NAC,TraesCS2B02G481400,high,t,TF
NAC,TraesCS2B02G484100,high,t,TF
NAC,TraesCS2B02G616900,high,t,TF
NAC,TraesCS2B02G627000,high,t,TF
NAC,TraesCS2B02G627100,high,t,TF
NAC,TraesCS2B02G627200,high,t,TF
NAC,TraesCS2D02G061500,high,t,TF
NAC,TraesCS2D02G061600,high,t,TF
NAC,TraesCS2D02G083700,high,t,TF
NAC,TraesCS2D02G100600,high,t,TF
NAC,TraesCS2D02G100700,high,t,TF
NAC,TraesCS2D02G100800,high,t,TF
NAC,TraesCS2D02G100900,high,t,TF
NAC,TraesCS2D02G101300,high,t,TF
NAC,TraesCS2D02G101400,high,t,TF
NAC,TraesCS2D02G214100,high,t,TF
NAC,TraesCS2D02G305300,high,t,TF
NAC,TraesCS2D02G309800,high,t,TF
NAC,TraesCS2D02G324700,high,t,TF
NAC,TraesCS2D02G334200,high,t,TF
NAC,TraesCS2D02G334300,high,t,TF
NAC,TraesCS2D02G334400,high,t,TF
NAC,TraesCS2D02G334600,high,t,TF
NAC,TraesCS2D02G334800,high,t,TF
NAC,TraesCS2D02G336400,high,t,TF
NAC,TraesCS2D02G336500,high,t,TF
NAC,TraesCS2D02G354700,high,t,TF
NAC,TraesCS2D02G361500,high,t,TF
NAC,TraesCS2D02G378800,high,t,TF
NAC,TraesCS2D02G382800,high,t,TF
NAC,TraesCS2D02G460000,high,t,TF
NAC,TraesCS2D02G462900,high,t,TF
NAC,TraesCS2D02G567000,high,t,TF
NAC,TraesCS2D02G568000,high,t,TF
NAC,TraesCS2D02G576200,high,t,TF
NAC,TraesCS2D02G576300,high,t,TF
NAC,TraesCS2D02G576400,high,t,TF
NAC,TraesCS2D02G576500,high,t,TF
NAC,TraesCS3A02G077900,high,t,TF
NAC,TraesCS3A02G078400,high,t,TF
NAC,TraesCS3A02G107400,high,t,TF
NAC,TraesCS3A02G113300,high,t,TF
NAC,TraesCS3A02G157600,high,t,TF
NAC,TraesCS3A02G162900,high,t,TF
NAC,TraesCS3A02G176500,high,t,TF
NAC,TraesCS3A02G245900,high,t,TF
NAC,TraesCS3A02G247500,high,t,TF
NAC,TraesCS3A02G269900,high,t,TF
NAC,TraesCS3A02G336300,high,t,TF
NAC,TraesCS3A02G375400,high,t,TF
NAC,TraesCS3A02G377700,high,t,TF
NAC,TraesCS3A02G387500,high,t,TF
NAC,TraesCS3A02G403300,high,t,TF
NAC,TraesCS3A02G406000,high,t,TF
NAC,TraesCS3A02G438900,high,t,TF
NAC,TraesCS3A02G471300,high,t,TF
NAC,TraesCS3A02G485400,high,t,TF
NAC,TraesCS3A02G485500,high,t,TF
NAC,TraesCS3A02G486500,high,t,TF
NAC,TraesCS3B02G092800,high,t,TF
NAC,TraesCS3B02G092900,high,t,TF
NAC,TraesCS3B02G093300,high,t,TF
NAC,TraesCS3B02G126200,high,t,TF
NAC,TraesCS3B02G184300,high,t,TF
NAC,TraesCS3B02G184500,high,t,TF
NAC,TraesCS3B02G194000,high,t,TF
NAC,TraesCS3B02G208300,high,t,TF
NAC,TraesCS3B02G271900,high,t,TF
NAC,TraesCS3B02G273600,high,t,TF
NAC,TraesCS3B02G303800,high,t,TF
NAC,TraesCS3B02G367100,high,t,TF
NAC,TraesCS3B02G367400,high,t,TF
NAC,TraesCS3B02G371200,high,t,TF
NAC,TraesCS3B02G407600,high,t,TF
NAC,TraesCS3B02G410500,high,t,TF
NAC,TraesCS3B02G421300,high,t,TF
NAC,TraesCS3B02G436900,high,t,TF
NAC,TraesCS3B02G439600,high,t,TF
NAC,TraesCS3B02G446100,high,t,TF
NAC,TraesCS3B02G472800,high,t,TF
NAC,TraesCS3B02G533100,high,t,TF
NAC,TraesCS3B02G533200,high,t,TF
NAC,TraesCS3B02G534500,high,t,TF
NAC,TraesCS3B02G599700,high,t,TF
NAC,TraesCS3B02G599900,high,t,TF
NAC,TraesCS3B02G600000,high,t,TF
NAC,TraesCS3D02G078500,high,t,TF
NAC,TraesCS3D02G078900,high,t,TF
NAC,TraesCS3D02G109400,high,t,TF
NAC,TraesCS3D02G165200,high,t,TF
NAC,TraesCS3D02G170000,high,t,TF
NAC,TraesCS3D02G183900,high,t,TF
NAC,TraesCS3D02G243900,high,t,TF
NAC,TraesCS3D02G245500,high,t,TF
NAC,TraesCS3D02G269200,high,t,TF
NAC,TraesCS3D02G269600,high,t,TF
NAC,TraesCS3D02G329300,high,t,TF
NAC,TraesCS3D02G333100,high,t,TF
NAC,TraesCS3D02G367900,high,t,TF
NAC,TraesCS3D02G370800,high,t,TF
NAC,TraesCS3D02G381900,high,t,TF
NAC,TraesCS3D02G398200,high,t,TF
NAC,TraesCS3D02G401200,high,t,TF
NAC,TraesCS3D02G406800,high,t,TF
NAC,TraesCS3D02G431700,high,t,TF
NAC,TraesCS3D02G467000,high,t,TF
NAC,TraesCS3D02G480700,high,t,TF
NAC,TraesCS3D02G480900,high,t,TF
NAC,TraesCS3D02G481900,high,t,TF
NAC,TraesCS3D02G535500,high,t,TF
NAC,TraesCS4A02G130600,high,t,TF
NAC,TraesCS4A02G131000,high,t,TF
NAC,TraesCS4A02G219700,high,t,TF
NAC,TraesCS4A02G242700,high,t,TF
NAC,TraesCS4A02G419900,high,t,TF
NAC,TraesCS4A02G420000,high,t,TF
NAC,TraesCS4A02G420100,high,t,TF
NAC,TraesCS4A02G420200,high,t,TF
NAC,TraesCS4A02G420900,high,t,TF
NAC,TraesCS4A02G421000,high,t,TF
NAC,TraesCS4A02G421100,high,t,TF
NAC,TraesCS4A02G421200,high,t,TF
NAC,TraesCS4A02G421300,high,t,TF
NAC,TraesCS4A02G486200,high,t,TF
NAC,TraesCS4A02G499900,high,t,TF
NAC,TraesCS4B02G069400,high,t,TF
NAC,TraesCS4B02G072400,high,t,TF
NAC,TraesCS4B02G098200,high,t,TF
NAC,TraesCS4B02G132500,high,t,TF
NAC,TraesCS4B02G173600,high,t,TF
NAC,TraesCS4B02G174000,high,t,TF
NAC,TraesCS4B02G320300,high,t,TF
NAC,TraesCS4B02G328600,high,t,TF
NAC,TraesCS4B02G328700,high,t,TF
NAC,TraesCS4B02G328800,high,t,TF
NAC,TraesCS4B02G328900,high,t,TF
NAC,TraesCS4B02G329100,high,t,TF
NAC,TraesCS4B02G350600,high,t,TF
NAC,TraesCS4B02G384700,high,t,TF
NAC,TraesCS4D02G071200,high,t,TF
NAC,TraesCS4D02G094400,high,t,TF
NAC,TraesCS4D02G127300,high,t,TF
NAC,TraesCS4D02G175700,high,t,TF
NAC,TraesCS4D02G176000,high,t,TF
NAC,TraesCS4D02G316800,high,t,TF
NAC,TraesCS4D02G325700,high,t,TF
NAC,TraesCS4D02G325800,high,t,TF
NAC,TraesCS4D02G345300,high,t,TF
NAC,TraesCS5A02G049100,high,t,TF
NAC,TraesCS5A02G099000,high,t,TF
NAC,TraesCS5A02G127200,high,t,TF
NAC,TraesCS5A02G143100,high,t,TF
NAC,TraesCS5A02G143200,high,t,TF
NAC,TraesCS5A02G220900,high,t,TF
NAC,TraesCS5A02G228000,high,t,TF
NAC,TraesCS5A02G245900,high,t,TF
NAC,TraesCS5A02G275900,high,t,TF
NAC,TraesCS5A02G291200,high,t,TF
NAC,TraesCS5A02G339600,high,t,TF
NAC,TraesCS5A02G353500,high,t,TF
NAC,TraesCS5A02G411700,high,t,TF
NAC,TraesCS5A02G411800,high,t,TF
NAC,TraesCS5A02G411900,high,t,TF
NAC,TraesCS5A02G467300,high,t,TF
NAC,TraesCS5A02G468300,high,t,TF
NAC,TraesCS5A02G491700,high,t,TF
NAC,TraesCS5A02G500400,high,t,TF
NAC,TraesCS5A02G500500,high,t,TF
NAC,TraesCS5A02G500600,high,t,TF
NAC,TraesCS5A02G500700,high,t,TF
NAC,TraesCS5A02G519300,high,t,TF
NAC,TraesCS5B02G054200,high,t,TF
NAC,TraesCS5B02G104200,high,t,TF
NAC,TraesCS5B02G126300,high,t,TF
NAC,TraesCS5B02G141900,high,t,TF
NAC,TraesCS5B02G142100,high,t,TF
NAC,TraesCS5B02G226800,high,t,TF
NAC,TraesCS5B02G243300,high,t,TF
NAC,TraesCS5B02G275200,high,t,TF
NAC,TraesCS5B02G290200,high,t,TF
NAC,TraesCS5B02G338400,high,t,TF
NAC,TraesCS5B02G338700,high,t,TF
NAC,TraesCS5B02G356000,high,t,TF
NAC,TraesCS5B02G356100,high,t,TF
NAC,TraesCS5B02G415400,high,t,TF
NAC,TraesCS5B02G415600,high,t,TF
NAC,TraesCS5B02G415700,high,t,TF
NAC,TraesCS5B02G480900,high,t,TF
NAC,TraesCS5D02G059700,high,t,TF
NAC,TraesCS5D02G111300,high,t,TF
NAC,TraesCS5D02G134800,high,t,TF
NAC,TraesCS5D02G148800,high,t,TF
NAC,TraesCS5D02G148900,high,t,TF
NAC,TraesCS5D02G239600,high,t,TF
NAC,TraesCS5D02G283200,high,t,TF
NAC,TraesCS5D02G298600,high,t,TF
NAC,TraesCS5D02G344100,high,t,TF
NAC,TraesCS5D02G360700,high,t,TF
NAC,TraesCS5D02G360800,high,t,TF
NAC,TraesCS5D02G420800,high,t,TF
NAC,TraesCS5D02G421000,high,t,TF
NAC,TraesCS5D02G421100,high,t,TF
NAC,TraesCS5D02G472600,high,t,TF
NAC,TraesCS5D02G481200,high,t,TF
NAC,TraesCS6A02G003800,high,t,TF
NAC,TraesCS6A02G051700,high,t,TF
NAC,TraesCS6A02G057400,high,t,TF
NAC,TraesCS6A02G065600,high,t,TF
NAC,TraesCS6A02G065700,high,t,TF
NAC,TraesCS6A02G108300,high,t,TF
NAC,TraesCS6A02G146100,high,t,TF
NAC,TraesCS6A02G208900,high,t,TF
NAC,TraesCS6A02G237900,high,t,TF
NAC,TraesCS6A02G299500,high,t,TF
NAC,TraesCS6A02G299600,high,t,TF
NAC,TraesCS6A02G307200,high,t,TF
NAC,TraesCS6A02G378500,high,t,TF
NAC,TraesCS6A02G378600,high,t,TF
NAC,TraesCS6A02G392900,high,t,TF
NAC,TraesCS6A02G406700,high,t,TF
NAC,TraesCS6B02G033000,high,t,TF
NAC,TraesCS6B02G075200,high,t,TF
NAC,TraesCS6B02G088700,high,t,TF
NAC,TraesCS6B02G237900,high,t,TF
NAC,TraesCS6B02G286200,high,t,TF
NAC,TraesCS6B02G323600,high,t,TF
NAC,TraesCS6B02G323700,high,t,TF
NAC,TraesCS6B02G329200,high,t,TF
NAC,TraesCS6B02G335700,high,t,TF
NAC,TraesCS6B02G416300,high,t,TF
NAC,TraesCS6B02G416400,high,t,TF
NAC,TraesCS6B02G416500,high,t,TF
NAC,TraesCS6B02G433100,high,t,TF
NAC,TraesCS6B02G451300,high,t,TF
NAC,TraesCS6D02G059300,high,t,TF
NAC,TraesCS6D02G096300,high,t,TF
NAC,TraesCS6D02G135400,high,t,TF
NAC,TraesCS6D02G140200,high,t,TF
NAC,TraesCS6D02G192400,high,t,TF
NAC,TraesCS6D02G220600,high,t,TF
NAC,TraesCS6D02G279400,high,t,TF
NAC,TraesCS6D02G279500,high,t,TF
NAC,TraesCS6D02G286300,high,t,TF
NAC,TraesCS6D02G362800,high,t,TF
NAC,TraesCS6D02G362900,high,t,TF
NAC,TraesCS6D02G390200,high,t,TF
NAC,TraesCS7A02G000300,high,t,TF
NAC,TraesCS7A02G008800,high,t,TF
NAC,TraesCS7A02G068000,high,t,TF
NAC,TraesCS7A02G068200,high,t,TF
NAC,TraesCS7A02G068300,high,t,TF
NAC,TraesCS7A02G106300,high,t,TF
NAC,TraesCS7A02G152500,high,t,TF
NAC,TraesCS7A02G189200,high,t,TF
NAC,TraesCS7A02G194700,high,t,TF
NAC,TraesCS7A02G204300,high,t,TF
NAC,TraesCS7A02G204700,high,t,TF
NAC,TraesCS7A02G208200,high,t,TF
NAC,TraesCS7A02G209100,high,t,TF
NAC,TraesCS7A02G209200,high,t,TF
NAC,TraesCS7A02G209300,high,t,TF
NAC,TraesCS7A02G209400,high,t,TF
NAC,TraesCS7A02G209500,high,t,TF
NAC,TraesCS7A02G247600,high,t,TF
NAC,TraesCS7A02G263100,high,t,TF
NAC,TraesCS7A02G299600,high,t,TF
NAC,TraesCS7A02G305200,high,t,TF
NAC,TraesCS7A02G317100,high,t,TF
NAC,TraesCS7A02G318500,high,t,TF
NAC,TraesCS7A02G326000,high,t,TF
NAC,TraesCS7A02G334800,high,t,TF
NAC,TraesCS7A02G349500,high,t,TF
NAC,TraesCS7A02G357500,high,t,TF
NAC,TraesCS7A02G375300,high,t,TF
NAC,TraesCS7A02G464100,high,t,TF
NAC,TraesCS7A02G464800,high,t,TF
NAC,TraesCS7A02G549000,high,t,TF
NAC,TraesCS7A02G569100,high,t,TF
NAC,TraesCS7A02G569300,high,t,TF
NAC,TraesCS7B02G004900,high,t,TF
NAC,TraesCS7B02G056300,high,t,TF
NAC,TraesCS7B02G077700,high,t,TF
NAC,TraesCS7B02G094000,high,t,TF
NAC,TraesCS7B02G100300,high,t,TF
NAC,TraesCS7B02G111300,high,t,TF
NAC,TraesCS7B02G111400,high,t,TF
NAC,TraesCS7B02G111500,high,t,TF
NAC,TraesCS7B02G111900,high,t,TF
NAC,TraesCS7B02G115400,high,t,TF
NAC,TraesCS7B02G116200,high,t,TF
NAC,TraesCS7B02G116300,high,t,TF
NAC,TraesCS7B02G116400,high,t,TF
NAC,TraesCS7B02G143900,high,t,TF
NAC,TraesCS7B02G160900,high,t,TF
NAC,TraesCS7B02G187600,high,t,TF
NAC,TraesCS7B02G196900,high,t,TF
NAC,TraesCS7B02G205600,high,t,TF
NAC,TraesCS7B02G219400,high,t,TF
NAC,TraesCS7B02G226600,high,t,TF
NAC,TraesCS7B02G233300,high,t,TF
NAC,TraesCS7B02G246300,high,t,TF
NAC,TraesCS7B02G252100,high,t,TF
NAC,TraesCS7B02G270300,high,t,TF
NAC,TraesCS7B02G364600,high,t,TF
NAC,TraesCS7B02G365300,high,t,TF
NAC,TraesCS7B02G472200,high,t,TF
NAC,TraesCS7B02G472600,high,t,TF
NAC,TraesCS7B02G489500,high,t,TF
NAC,TraesCS7B02G499400,high,t,TF
NAC,TraesCS7D02G000200,high,t,TF
NAC,TraesCS7D02G008500,high,t,TF
NAC,TraesCS7D02G062100,high,t,TF
